 #Elements linked-list linked-list2 
        50       0.61       0.45 
       100       0.59       0.45 
       500       0.81       0.45 
      1000       0.82       0.45 
      5000       1.01       0.45 
     10000       1.02       0.45 
     50000       1.03       0.45 
    100000       1.03       0.45 
    500000       2.30       0.46 
   1000000       2.31       0.46 
   5000000       2.34       0.47 
  10000000       2.42       0.49 
